"DATA","ABERTURA","FECHAMENTO","VARIAÇÃO","MÍNIMO","MÁXIMO","VOLUME"
"12/08/2020","102.176","102.118","-0,06","100.698","103.116","57,20B"
"11/08/2020","103.449","102.174","-1,23","102.174","104.409","28,59B"
"10/08/2020","102.776","103.444","0,65","101.282","103.722","25,02B"
"07/08/2020","104.116","102.776","-1,30","101.957","104.126","29,28B"
"06/08/2020","102.795","104.126","1,29","102.795","104.523","26,41B"
"05/08/2020","101.220","102.802","1,57","101.220","103.763","30,67B"
"04/08/2020","102.826","101.216","-1,57","100.005","103.012","40,35B"
"03/08/2020","102.913","102.830","-0,08","102.304","103.863","30,62B"
"31/07/2020","105.010","102.912","-2,00","102.642","105.462","34,69B"
"30/07/2020","105.605","105.009","-0,56","103.920","105.607","29,23B"
"29/07/2020","104.112","105.605","1,44","104.112","105.704","28,01B"
"28/07/2020","104.477","104.109","-0,35","103.592","104.663","26,90B"
"27/07/2020","102.381","104.477","2,05","102.381","104.585","28,52B"
"24/07/2020","102.292","102.382","0,09","100.859","102.694","27,36B"
"23/07/2020","104.291","102.293","-1,91","102.119","104.949","29,35B"
"22/07/2020","104.312","104.290","-0,02","103.277","104.980","28,46B"
"21/07/2020","104.426","104.310","-0,11","103.732","105.449","33,18B"
"20/07/2020","102.888","104.426","1,49","102.744","104.439","39,46B"
"17/07/2020","100.554","102.888","2,32","100.554","103.017","29,64B"
"16/07/2020","101.791","100.553","-1,22","100.160","101.792","24,00B"
"15/07/2020","100.444","101.791","1,34","100.444","102.114","28,79B"
"14/07/2020","98.699","100.440","1,77","98.289","100.632","29,42B"
"13/07/2020","100.027","98.697","-1,33","98.697","100.858","28,27B"
"10/07/2020","99.160","100.032","0,88","98.739","100.101","24,38B"
"09/07/2020","99.770","99.160","-0,61","98.861","100.191","26,54B"
"08/07/2020","97.765","99.770","2,05","97.765","99.973","26,60B"
"07/07/2020","98.937","97.761","-1,19","97.272","98.938","25,54B"
"06/07/2020","96.776","98.937","2,24","96.768","99.257","14,37B"
"03/07/2020","96.237","96.765","0,55","95.803","96.765","14,61B"
"02/07/2020","96.206","96.235","0,03","96.052","97.864","27,02B"
"01/07/2020","95.062","96.203","1,21","95.062","96.852","28,23B"
"30/06/2020","95.728","95.056","-0,71","94.806","96.257","27,40B"
"29/06/2020","n/d","95.735","2,03","93.825","95.735","22,27B"
"26/06/2020","95.979","93.834","-2,24","93.514","95.979","23,15B"
"25/06/2020","94.382","95.983","1,70","94.152","96.260","23,30B"
"24/06/2020","95.974","94.377","-1,66","93.259","95.974","25,94B"
"23/06/2020","95.344","95.975","0,67","95.344","97.486","17,67B"
"22/06/2020","96.572","95.336","-1,28","94.869","96.870","23,20B"
"19/06/2020","96.138","96.572","0,46","95.874","97.540","38,67B"
"18/06/2020","95.547","96.125","0,60","94.698","97.110","27,85B"
"17/06/2020","93.531","95.547","2,16","93.531","96.611","30,33B"
"16/06/2020","92.387","93.531","1,25","92.387","95.216","n/d"
"15/06/2020","92.780","92.376","-0,45","90.148","93.112","42,92B"
"12/06/2020","94.677","92.795","-2,00","90.811","94.703","35,60B"
"10/06/2020","96.747","94.686","-2,13","94.665","97.646","33,77B"
"09/06/2020","97.644","96.747","-0,92","95.386","97.644","31,41B"
"08/06/2020","94.640","97.645","3,18","94.635","97.693","32,86B"
"05/06/2020","93.839","94.637","0,86","93.839","97.198","n/d"
"04/06/2020","92.993","93.829","0,89","92.221","94.132","31,27B"
"03/06/2020","91.048","93.002","2,15","91.048","93.710","36,43B"
"02/06/2020","88.622","91.046","2,74","88.622","91.046","29,49B"
"01/06/2020","87.395","88.620","1,38","86.837","89.019","24,96B"
"29/05/2020","86.951","87.410","0,53","85.384","87.410","n/d"
"28/05/2020","87.946","86.949","-1,13","86.767","88.091","23,79B"
"27/05/2020","85.468","87.946","2,90","85.468","87.946","26,14B"
"26/05/2020","85.668","85.469","-0,23","85.396","87.333","27,62B"
"25/05/2020","82.198","85.663","4,25","82.193","85.876","21,35B"
"22/05/2020","83.027","82.173","-1,03","81.669","83.027","21,49B"
"21/05/2020","81.320","83.027","2,10","81.317","83.309","n/d"
"20/05/2020","80.747","81.319","0,71","80.740","82.290","22,78B"
"19/05/2020","81.197","80.742","-0,56","80.647","82.175","24,61B"
"18/05/2020","77.576","81.194","4,69","77.571","81.420","34,50B"
"15/05/2020","79.011","77.557","-1,84","77.426","79.538","25,98B"
"14/05/2020","77.770","79.011","1,59","75.697","78.892","n/d"
"13/05/2020","77.877","77.772","-0,13","77.152","78.911","25,24B"
"12/05/2020","79.065","77.872","-1,51","77.872","80.344","22,77B"
"11/05/2020","80.263","79.065","-1,49","78.994","80.723","21,38B"
"08/05/2020","78.152","80.263","2,75","78.152","80.557","23,03B"
"07/05/2020","79.072","78.119","-1,20","78.061","80.061","30,96B"
"06/05/2020","79.473","79.064","-0,51","78.056","79.996","21,84B"
"05/05/2020","78.887","79.471","0,75","78.886","81.066","20,15B"
"04/05/2020","80.501","78.876","-2,02","77.640","80.502","19,33B"
"30/04/2020","83.169","80.506","-3,20","80.168","83.169","27,42B"
"29/04/2020","81.313","83.171","2,29","81.313","83.598","22,21B"
"28/04/2020","78.243","81.312","3,93","78.243","81.427","27,32B"
"27/04/2020","75.334","78.239","4,03","75.327","78.563","24,32B"
"24/04/2020","79.667","75.208","-5,60","72.041","79.667","36,43B"
"23/04/2020","80.690","79.673","-1,26","78.622","81.934","24,76B"
"22/04/2020","78.973","80.687","2,17","78.973","81.184","24,46B"
"20/04/2020","78.989","78.973","-0,02","76.943","80.106","35,23B"
"17/04/2020","77.817","78.990","1,51","77.754","79.846","19,92B"
"16/04/2020","78.837","77.812","-1,29","77.452","80.167","21,20B"
"15/04/2020","79.911","78.831","-1,36","77.546","80.035","97,61B"
"14/04/2020","78.848","79.918","1,37","78.848","81.668","21,32B"
"13/04/2020","77.682","78.836","1,49","76.405","78.836","17,75B"
"09/04/2020","78.640","77.682","0,51","78.640","80.428","11,75B"
"08/04/2020","76.335","78.903","3,33","76.115","78.971","17,00B"
"07/04/2020","74.078","76.358","3,67","74.078","79.855","26,71B"
"06/04/2020","69.556","73.657","6,52","69.556","75.260","15,28B"
"03/04/2020","72.241","69.538","-3,76","67.802","72.241","22,27B"
"02/04/2020","70.969","72.253","1,81","70.957","73.861","23,42B"
"01/04/2020","73.011","70.967","-2,81","69.569","73.011","21,88B"
"31/03/2020","74.629","73.020","-2,17","73.104","75.511","17,65B"
"30/03/2020","73.431","74.639","1,65","73.184","75.430","19,94B"
"27/03/2020","77.708","73.429","-5,51","73.057","77.708","23,84B"
"26/03/2020","74.956","77.710","3,67","74.923","78.846","30,17B"
"25/03/2020","69.727","74.956","7,50","69.360","76.714","28,86B"
"24/03/2020","63.604","69.729","9,69","63.604","71.535","26,10B"
"23/03/2020","67.067","63.570","-5,22","62.161","67.604","25,25B"
"20/03/2020","68.344","67.069","-1,85","66.120","72.247","30,68B"
"19/03/2020","66.883","68.332","2,15","61.691","70.071","27,31B"
"18/03/2020","74.576","66.895","-10,35","63.547","74.576","29,29B"
"17/03/2020","71.178","74.617","4,85","70.783","77.255","33,61B"
"16/03/2020","82.565","71.168","-13,92","70.855","82.565","40,85B"
